person_id,transaction_date,name,age,sex,education,has_children,has_property,has_car,ever_loan,loan_paid,annual_salary,invested_amount,personal_loan,mortgage,auto_loan,credit_card,overdraft,payroll_loan,student_loan,working_capital_loan
22492,2023-12-18,Alessandro Brown,29,Female,Primary,No,No,No,Yes,No,<30k,<1k,1,0,0,0,1,1,0,0
24189,2020-04-21,Matteo Müller,50,Female,Postgraduate,No,No,No,Yes,Yes,80k-120k,1k-10k,1,1,0,0,0,1,0,0
27080,2022-08-01,Oscar Weber,64,Female,Secondary,No,Yes,Yes,No,No,50k-80k,<1k,1,1,1,1,0,1,0,1
4020,2021-04-24,Sofia Weber,33,Female,Secondary,No,No,Yes,No,No,30k-50k,<1k,1,1,0,1,0,0,0,0
12420,2020-11-15,Alessandro Gallo,29,Male,Bachelor,Yes,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,1,1,1,0,0,0
33698,2023-04-29,Jack Gallo,33,Female,Primary,No,No,No,Yes,Yes,<30k,10k-50k,1,0,1,1,0,0,0,0
19397,2022-11-19,Amelia Fischer,35,Male,Primary,No,No,Yes,Yes,Yes,30k-50k,<1k,1,1,1,0,0,0,1,0
39033,2020-10-18,Charlie Weber,54,Female,Primary,No,Yes,No,No,No,<30k,1k-10k,0,0,1,1,1,0,0,0
29893,2020-02-28,Giovanni Meyer,36,Male,Primary,Yes,No,No,No,No,30k-50k,10k-50k,0,1,1,1,1,0,0,0
7974,2022-07-03,Marco Thompson,61,Male,Secondary,Yes,No,Yes,No,No,30k-50k,1k-10k,0,0,1,0,0,0,0,0
21114,2023-07-29,Lucas Costa,23,Male,Bachelor,No,Yes,Yes,Yes,No,80k-120k,<1k,1,1,1,0,0,0,1,0
11137,2020-02-26,James Ricci,55,Male,Secondary,No,Yes,No,Yes,No,30k-50k,<1k,0,1,0,0,0,0,1,0
19204,2021-08-12,Laura Brown,18,Female,Secondary,No,Yes,Yes,No,No,30k-50k,<1k,1,1,0,0,0,0,0,0
31286,2020-05-22,Alessandro Fischer,50,Female,Primary,No,No,Yes,Yes,No,<30k,10k-50k,0,0,0,1,0,1,0,1
23040,2020-02-04,Paul Martin,50,Female,Secondary,Yes,Yes,Yes,No,No,50k-80k,>50k,1,0,0,0,0,0,0,1
1185,2020-07-22,Sofia Martinez,61,Female,Secondary,No,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,1,0,0,0,1
22728,2023-03-01,Mia Costa,55,Female,Bachelor,Yes,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,0,0,0,0,1,0
16912,2022-10-07,Oscar Lefevre,41,Male,Primary,No,No,Yes,Yes,Yes,30k-50k,<1k,1,0,0,0,1,0,0,1
917,2023-01-04,Louis Ricci,70,Male,Secondary,Yes,No,Yes,No,No,30k-50k,10k-50k,0,1,0,1,0,0,0,1
3575,2020-10-14,Eva Taylor,56,Female,Primary,No,No,Yes,Yes,Yes,<30k,10k-50k,1,1,0,0,0,1,0,1
36088,2023-11-08,Harry Lopez,71,Female,Postgraduate,Yes,No,Yes,No,No,>120k,10k-50k,1,1,0,1,0,0,0,1
17791,2020-10-23,Oliver Fernandez,29,Male,Secondary,No,Yes,Yes,No,No,50k-80k,<1k,0,1,0,0,1,0,0,1
17626,2023-01-25,Oscar Rossi,26,Female,Bachelor,No,No,Yes,No,No,80k-120k,<1k,0,1,1,1,1,0,0,1
5207,2020-02-12,Marie Costa,56,Male,Primary,Yes,No,No,No,No,<30k,<1k,1,0,0,1,0,0,1,0
19518,2023-08-15,Luca Costa,22,Female,Primary,Yes,No,No,No,No,30k-50k,1k-10k,1,0,1,1,1,0,0,1
37697,2022-01-13,Harry Smith,56,Male,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,1,1,1,0,1,1,1
16106,2022-04-11,Marie Thompson,35,Female,Bachelor,No,Yes,Yes,No,No,80k-120k,1k-10k,1,1,1,0,0,0,0,1
35657,2021-02-04,Alessandro Johnson,41,Female,Secondary,Yes,Yes,No,No,No,50k-80k,<1k,0,0,0,0,0,0,0,1
2691,2022-04-05,Jules Taylor,42,Female,Secondary,Yes,Yes,No,Yes,Yes,30k-50k,<1k,0,0,1,0,1,0,0,0
36860,2023-12-20,Thomas Bianchi,53,Male,Postgraduate,Yes,No,No,No,No,>120k,<1k,1,1,1,1,0,0,0,0
691,2021-03-04,Anna Müller,26,Female,Postgraduate,Yes,No,No,No,No,>120k,<1k,1,1,1,1,0,0,0,0
25104,2023-12-09,Paolo Smith,64,Male,Bachelor,No,No,No,No,No,50k-80k,10k-50k,1,0,0,1,0,0,0,1
34264,2021-10-01,Francesco Bernard,54,Male,Primary,Yes,No,Yes,No,No,<30k,10k-50k,1,1,0,0,1,0,0,0
11086,2022-10-31,Jack Conti,33,Female,Bachelor,No,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,0,0,0,0,0,1
25826,2020-11-26,Hugo Costa,59,Female,Primary,No,No,Yes,Yes,No,<30k,<1k,1,0,0,1,1,1,0,0
10721,2021-05-12,Antoine Conti,63,Female,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,0,1,0,0,0,0,0,0
38642,2023-07-19,Louis Brown,27,Male,Secondary,No,Yes,No,No,No,50k-80k,1k-10k,0,0,0,1,1,0,0,1
37272,2023-08-14,Paul Costa,34,Male,Primary,No,No,Yes,No,No,<30k,>50k,0,1,0,1,1,1,0,0
11721,2022-09-07,Antoine Ricci,21,Female,Bachelor,Yes,Yes,No,No,No,50k-80k,1k-10k,1,0,0,0,1,0,0,0
898,2021-11-21,Charlie Meyer,56,Female,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,<1k,1,0,0,1,0,0,0,0
17095,2022-11-29,Louise White,37,Male,Secondary,No,No,No,No,No,50k-80k,<1k,0,1,0,0,1,1,0,0
36464,2023-01-24,Lily Rossi,31,Female,Primary,No,No,Yes,No,No,<30k,<1k,0,0,0,1,1,0,0,0
35455,2023-07-21,Freya Costa,70,Female,Bachelor,No,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,1,1,0,1,0,1
23573,2022-09-07,James Fernandez,65,Male,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,1,1,0,1,0,1,0,0
38547,2022-01-27,Sophia Fernandez,39,Female,Postgraduate,Yes,Yes,No,Yes,Yes,80k-120k,1k-10k,1,1,1,1,1,1,0,1
15151,2020-09-22,Paul Thompson,63,Female,Secondary,No,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,1,0,0,1,0,0
16800,2020-11-12,Jack Pereira,61,Male,Secondary,Yes,No,No,No,No,30k-50k,1k-10k,0,1,1,1,0,0,0,0
9664,2021-10-16,Emily Walker,54,Female,Primary,Yes,Yes,Yes,No,No,<30k,1k-10k,0,1,0,0,0,0,0,0
36949,2020-12-11,Marco Thompson,34,Male,Bachelor,No,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,0,1,1,0,0,0,0
37031,2022-04-15,Louis Walker,18,Female,Primary,No,No,Yes,No,No,30k-50k,1k-10k,1,0,1,1,0,0,0,0
27008,2021-10-27,Charlie Brown,34,Male,Primary,Yes,No,Yes,No,No,30k-50k,1k-10k,1,0,0,1,1,0,0,0
35284,2021-09-30,Sophia Conti,41,Male,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,1,0,0,0,1,0,1
25672,2020-08-07,Laura Silva,54,Male,Primary,Yes,No,Yes,No,No,30k-50k,1k-10k,0,0,0,1,0,0,0,0
25386,2020-04-20,Mia Bianchi,60,Female,Postgraduate,No,Yes,Yes,Yes,Yes,80k-120k,<1k,1,1,0,1,0,1,0,1
11237,2020-06-19,Amelia Lopez,24,Female,Secondary,Yes,No,No,No,No,30k-50k,10k-50k,1,1,0,0,0,1,0,1
22025,2020-03-01,Oliver Weber,38,Male,Bachelor,Yes,No,No,No,No,80k-120k,1k-10k,0,0,1,0,1,1,1,1
39385,2020-03-17,Mia Johnson,65,Female,Primary,Yes,No,No,Yes,Yes,30k-50k,<1k,0,0,0,0,0,1,0,0
17377,2020-09-22,Paul Fernandez,44,Male,Postgraduate,No,No,No,No,No,>120k,<1k,1,1,1,1,0,0,0,0
37139,2023-08-27,Andrea Rossi,57,Female,Secondary,Yes,No,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,1,0,1,0,1
18158,2020-02-12,Eva Weber,60,Female,Bachelor,No,Yes,Yes,Yes,Yes,80k-120k,<1k,1,1,1,1,0,0,0,0
19946,2022-03-24,Charlotte Meyer,61,Male,Secondary,Yes,Yes,Yes,No,No,50k-80k,1k-10k,1,1,1,1,0,1,0,1
36585,2021-03-16,Jack Taylor,42,Female,Secondary,Yes,Yes,No,No,No,50k-80k,<1k,1,0,1,1,0,0,0,1
23018,2021-10-01,Harry Bernard,28,Female,Bachelor,Yes,Yes,Yes,Yes,Yes,80k-120k,<1k,1,1,1,0,0,1,0,0
1757,2020-04-11,Martina Meyer,43,Male,Secondary,No,Yes,No,No,No,50k-80k,10k-50k,1,1,0,1,0,0,0,1
35142,2023-11-05,Freya Anderson,48,Male,Secondary,No,Yes,Yes,No,No,50k-80k,<1k,1,1,0,0,1,0,0,0
2577,2021-10-29,Noah Bianchi,44,Male,Primary,No,Yes,No,No,No,30k-50k,1k-10k,1,0,1,0,0,0,0,1
25468,2023-07-09,Emily Silva,26,Male,Secondary,Yes,No,Yes,No,No,50k-80k,<1k,0,0,0,1,0,0,1,0
36953,2022-05-27,Andrea Bernard,27,Male,Primary,No,Yes,Yes,Yes,Yes,<30k,<1k,1,0,0,1,0,0,0,0
31206,2021-08-26,Arthur Garcia,68,Female,Bachelor,Yes,No,No,No,No,80k-120k,<1k,0,1,1,1,0,1,0,1
35166,2021-06-19,Oliver Gallo,72,Female,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,1,1,1,1,0,1,0,0
12675,2020-08-20,Harry Weber,49,Male,Bachelor,Yes,Yes,Yes,Yes,Yes,50k-80k,<1k,1,1,1,0,0,1,0,0
22354,2022-10-08,Giovanni Fernandez,47,Female,Primary,Yes,No,No,Yes,No,30k-50k,1k-10k,0,0,0,1,0,0,0,0
29850,2023-05-29,Hugo Johnson,52,Male,Primary,Yes,Yes,No,No,No,<30k,<1k,0,0,1,0,0,0,0,0
4536,2021-08-04,Paul Bianchi,39,Male,Bachelor,Yes,Yes,No,No,No,50k-80k,<1k,1,1,0,1,0,0,1,0
17119,2023-07-04,Camille Fischer,68,Female,Bachelor,Yes,Yes,No,No,No,50k-80k,<1k,1,1,1,0,0,0,0,0
633,2022-10-25,Charlie Meyer,58,Female,Postgraduate,No,Yes,Yes,Yes,Yes,80k-120k,>50k,1,0,0,1,0,1,0,1
13281,2021-09-17,Charlie Santos,34,Male,Primary,No,Yes,Yes,No,No,<30k,10k-50k,0,1,0,0,0,0,0,0
14747,2020-09-06,Paul Rossi,25,Female,Primary,Yes,Yes,No,Yes,Yes,30k-50k,1k-10k,0,1,0,0,0,0,1,0
37037,2021-01-26,Matteo Johnson,48,Female,Primary,Yes,No,No,Yes,Yes,<30k,10k-50k,1,0,0,1,0,0,0,1
19286,2022-05-24,Jacob Fernandez,47,Female,Bachelor,Yes,Yes,Yes,No,No,80k-120k,<1k,1,0,1,0,0,0,0,0
18048,2022-12-30,Freya Martin,32,Male,Bachelor,Yes,Yes,No,No,No,80k-120k,10k-50k,1,1,1,1,0,0,0,1
10208,2022-02-07,Noah Brown,18,Male,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,1k-10k,1,0,0,0,0,0,0,1
5592,2021-10-28,Andrea Pereira,72,Male,Primary,No,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,0,0,0,0,0
27758,2021-05-10,Matteo Conti,73,Male,Primary,Yes,No,No,Yes,Yes,<30k,1k-10k,1,1,0,0,0,1,0,0
16227,2023-10-30,Grace Hall,64,Male,Primary,No,Yes,No,No,No,<30k,<1k,1,0,0,1,0,0,0,0
29733,2022-05-23,Louis Rossi,58,Female,Bachelor,Yes,Yes,No,Yes,Yes,50k-80k,1k-10k,0,0,0,1,1,1,0,1
27207,2022-05-31,Sophia Dubois,61,Female,Bachelor,Yes,Yes,Yes,Yes,Yes,80k-120k,10k-50k,1,1,1,1,0,0,0,1
20257,2023-02-13,Oliver Pereira,67,Female,Secondary,Yes,Yes,No,No,No,50k-80k,<1k,1,0,1,0,0,0,0,0
33823,2020-02-17,Martina Dupont,27,Male,Primary,Yes,Yes,No,No,No,30k-50k,<1k,0,1,0,1,1,0,0,1
9785,2021-10-11,Noah Santos,71,Female,Secondary,Yes,Yes,Yes,No,No,50k-80k,<1k,1,1,1,0,1,1,0,0
37030,2023-03-25,Olivia Schmidt,59,Female,Primary,Yes,Yes,Yes,Yes,Yes,30k-50k,<1k,1,1,0,0,0,1,0,0
35158,2023-07-15,Lily Walker,68,Female,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,0,1,1,1,0,0,0,0
19938,2021-05-20,Luca Bernard,25,Female,Secondary,Yes,Yes,Yes,No,No,50k-80k,1k-10k,0,1,1,0,0,0,0,1
11220,2023-07-18,Oscar Rossi,31,Male,Postgraduate,Yes,Yes,Yes,No,No,>120k,<1k,1,1,1,1,0,0,0,1
9400,2020-03-06,Antoine Hall,39,Male,Bachelor,No,No,Yes,Yes,Yes,50k-80k,<1k,0,1,0,1,0,0,0,0
33313,2023-09-23,Olivia Meyer,67,Female,Bachelor,Yes,Yes,Yes,Yes,Yes,50k-80k,<1k,1,1,0,1,1,1,0,1
27658,2023-02-14,Martina Meyer,19,Female,Bachelor,Yes,No,No,Yes,Yes,80k-120k,<1k,1,1,1,0,0,0,0,0
20048,2023-11-05,Paolo Taylor,62,Female,Secondary,Yes,No,Yes,Yes,Yes,50k-80k,1k-10k,1,0,1,0,1,0,0,1
35008,2023-04-28,Hugo Smith,18,Female,Primary,Yes,No,Yes,No,No,<30k,<1k,0,0,0,1,1,0,0,0
10560,2023-08-16,Clara Pereira,22,Male,Bachelor,No,No,Yes,No,No,80k-120k,1k-10k,1,1,0,0,0,0,0,1
20158,2020-06-19,Eva Rossi,22,Male,Primary,Yes,Yes,Yes,Yes,No,30k-50k,<1k,0,0,0,0,1,0,0,0
35396,2021-06-18,Jules Santos,36,Female,Postgraduate,No,Yes,Yes,No,No,>120k,10k-50k,1,1,1,0,0,0,0,1
6619,2022-06-24,Luca Bernard,26,Female,Primary,No,No,No,No,No,30k-50k,1k-10k,1,0,1,0,1,0,0,0
6781,2022-10-26,Camille Anderson,18,Female,Secondary,No,No,Yes,Yes,No,30k-50k,10k-50k,0,0,1,1,0,1,1,1
27051,2022-06-09,Elena Smith,29,Female,Primary,Yes,No,Yes,No,No,30k-50k,<1k,0,0,0,1,1,0,0,0
8016,2022-07-01,Jacob Johnson,47,Male,Secondary,No,No,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,0,0,1,0,0
3131,2020-07-04,Jack Bernard,58,Female,Secondary,No,No,Yes,No,No,50k-80k,1k-10k,1,1,0,1,0,0,0,1
28084,2023-08-21,Paul Weber,54,Male,Bachelor,Yes,Yes,Yes,No,No,80k-120k,1k-10k,1,1,0,1,0,0,0,0
16481,2020-07-13,Olivia Anderson,18,Female,Primary,Yes,No,Yes,No,No,30k-50k,1k-10k,0,1,1,1,0,1,0,0
35477,2023-09-06,Oliver Taylor,32,Female,Postgraduate,No,Yes,Yes,Yes,Yes,>120k,<1k,1,1,1,1,0,1,0,0
38166,2020-09-22,Andrea Hall,34,Female,Primary,No,No,Yes,No,No,30k-50k,<1k,0,0,1,0,1,0,0,0
11529,2021-12-08,Elena Wagner,72,Female,Bachelor,Yes,Yes,Yes,No,No,80k-120k,<1k,1,1,1,1,0,0,0,0
5915,2021-07-26,Sophia Johnson,25,Female,Secondary,Yes,No,Yes,No,No,30k-50k,1k-10k,1,0,0,1,0,0,0,0
37137,2023-03-10,Alessandro Meyer,19,Male,Primary,No,No,No,No,No,<30k,<1k,0,0,0,0,0,0,0,0
11180,2023-01-20,Camille Hall,32,Female,Secondary,No,No,No,Yes,Yes,30k-50k,<1k,1,0,0,1,0,1,0,0
20473,2021-08-29,Marco Lefevre,44,Female,Secondary,Yes,No,No,No,No,30k-50k,<1k,1,0,0,1,0,1,0,0
12077,2020-07-27,Isabella Weber,37,Male,Bachelor,Yes,Yes,Yes,No,No,80k-120k,1k-10k,0,1,1,1,1,0,0,0
24784,2022-10-09,Charlie Costa,62,Male,Postgraduate,Yes,Yes,Yes,Yes,No,80k-120k,<1k,1,1,1,0,0,1,0,0
13825,2023-03-14,Luca Costa,66,Male,Secondary,Yes,No,Yes,Yes,No,30k-50k,10k-50k,0,0,1,1,1,0,0,0
4300,2022-06-18,Luca Ricci,19,Male,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,1,1,0,0,1,0,1,1
8119,2022-09-19,Camille Santos,52,Female,Primary,Yes,Yes,Yes,Yes,Yes,30k-50k,1k-10k,1,1,1,1,1,1,0,1
10757,2022-08-19,Eva Johnson,38,Female,Secondary,Yes,Yes,No,No,No,30k-50k,<1k,0,0,0,1,0,0,0,0
7954,2020-11-21,Louise Dubois,35,Female,Secondary,Yes,Yes,Yes,Yes,Yes,30k-50k,1k-10k,1,1,0,0,0,1,0,0
37553,2021-11-15,Antoine Ricci,59,Female,Secondary,Yes,Yes,Yes,Yes,Yes,30k-50k,1k-10k,1,0,0,1,1,1,0,0
15186,2021-04-26,Giulia Walker,37,Male,Secondary,Yes,Yes,Yes,No,No,30k-50k,<1k,1,1,0,0,1,0,0,0
14675,2023-02-11,Louise Costa,33,Male,Primary,No,Yes,Yes,No,No,<30k,1k-10k,0,0,0,0,0,1,0,0
33928,2021-04-21,Grace Anderson,62,Female,Secondary,No,No,Yes,No,No,30k-50k,1k-10k,0,1,1,0,0,0,0,0
387,2021-12-15,Andrea Thompson,36,Female,Secondary,Yes,No,No,No,No,50k-80k,>50k,1,1,1,0,0,0,0,1
26618,2023-10-31,Chiara Martin,36,Female,Primary,Yes,Yes,Yes,Yes,Yes,<30k,<1k,1,0,0,1,0,1,0,0
7193,2020-05-17,Jules Costa,28,Female,Bachelor,Yes,No,Yes,No,No,80k-120k,<1k,0,0,1,0,0,0,0,1
10746,2022-01-09,Grace Fischer,34,Male,Postgraduate,No,Yes,Yes,No,No,80k-120k,1k-10k,1,1,0,1,0,0,0,0
30021,2021-08-17,Arthur Johnson,27,Male,Secondary,No,Yes,Yes,Yes,Yes,50k-80k,1k-10k,0,1,1,1,0,1,0,0
21160,2022-10-22,Isabella Bernard,68,Male,Bachelor,Yes,No,Yes,No,No,50k-80k,10k-50k,0,1,1,0,0,0,0,0
3410,2020-11-07,Clara Silva,71,Female,Secondary,No,Yes,No,No,No,50k-80k,10k-50k,0,1,1,1,0,1,0,1
25746,2020-11-17,Jules Garcia,49,Female,Primary,Yes,No,Yes,Yes,Yes,30k-50k,10k-50k,1,0,0,0,0,1,0,0
29456,2022-02-03,Jules Silva,43,Male,Bachelor,No,No,Yes,No,No,50k-80k,1k-10k,1,1,1,1,0,0,0,1
38911,2020-01-13,Sophia Meyer,67,Male,Secondary,Yes,Yes,Yes,No,No,30k-50k,1k-10k,1,1,1,0,1,0,0,0
38736,2021-02-18,Grace Thompson,71,Female,Primary,Yes,Yes,Yes,No,No,30k-50k,10k-50k,1,1,1,1,0,0,0,0
29167,2020-02-09,Charlotte Rossi,63,Male,Bachelor,Yes,Yes,Yes,Yes,No,50k-80k,1k-10k,1,1,1,1,0,0,0,0
39974,2021-07-30,Emily Silva,26,Female,Bachelor,No,Yes,Yes,Yes,Yes,50k-80k,<1k,0,1,1,1,0,1,0,0
28073,2021-12-18,Antoine Gallo,65,Male,Bachelor,No,No,No,Yes,No,50k-80k,<1k,0,0,0,1,0,0,1,1
12110,2020-05-23,Sofia Santos,40,Female,Primary,Yes,Yes,No,No,No,30k-50k,1k-10k,1,0,1,0,1,0,0,1
2485,2020-11-28,Elena Martin,64,Male,Primary,Yes,Yes,Yes,No,No,<30k,1k-10k,0,0,1,1,0,0,0,0
34623,2021-01-07,Camille Conti,67,Male,Secondary,Yes,No,Yes,No,No,30k-50k,1k-10k,1,1,1,0,0,0,0,1
2598,2023-04-13,Emily Fernandez,24,Male,Secondary,Yes,Yes,No,Yes,Yes,30k-50k,10k-50k,0,1,0,0,0,1,0,0
3984,2020-08-04,Hugo Bernard,45,Male,Bachelor,Yes,Yes,No,Yes,Yes,50k-80k,10k-50k,0,1,1,0,0,0,0,1
39453,2021-09-05,Lucas Anderson,55,Female,Bachelor,No,Yes,Yes,No,No,80k-120k,10k-50k,1,1,0,1,0,0,0,0
17041,2020-01-07,Lucas Fischer,53,Female,Bachelor,No,Yes,Yes,No,No,80k-120k,<1k,1,1,1,1,0,0,0,1
30555,2020-01-17,Oliver Bianchi,68,Male,Secondary,Yes,Yes,Yes,No,No,30k-50k,1k-10k,0,0,0,0,0,0,0,0
27917,2022-06-11,Luca Moreau,58,Male,Primary,No,No,Yes,Yes,No,30k-50k,<1k,0,1,0,0,0,0,0,0
26373,2021-04-16,Charlotte Bianchi,24,Male,Bachelor,Yes,Yes,Yes,Yes,No,50k-80k,>50k,0,1,0,0,0,0,0,1
39081,2023-01-30,Laura Schmidt,68,Female,Bachelor,Yes,No,No,No,No,80k-120k,1k-10k,1,0,1,1,0,0,0,1
29049,2022-07-01,Mia Taylor,63,Female,Secondary,Yes,No,Yes,No,No,50k-80k,1k-10k,1,0,0,0,0,0,0,1
19670,2021-04-09,Francesco Pereira,23,Female,Primary,No,No,Yes,Yes,Yes,30k-50k,1k-10k,1,0,0,0,1,0,0,0
9778,2023-10-29,Clara Dubois,51,Female,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,0,1,0,0,1,0,0,0
36332,2021-04-17,Paolo Müller,42,Male,Secondary,No,No,Yes,Yes,No,50k-80k,<1k,1,1,0,0,0,0,1,0
20969,2022-04-08,Emily Thompson,27,Female,Bachelor,Yes,Yes,No,No,No,50k-80k,1k-10k,0,1,1,1,0,0,1,0
37810,2020-11-24,Sophia Martinez,24,Male,Primary,Yes,No,Yes,No,No,<30k,<1k,1,0,0,0,0,0,0,0
11293,2021-01-21,Francesco Hall,36,Female,Secondary,No,No,Yes,No,No,30k-50k,10k-50k,1,0,1,0,0,0,0,0
13924,2023-04-11,Camille Schmidt,29,Female,Bachelor,No,Yes,No,Yes,Yes,50k-80k,10k-50k,1,1,1,1,0,1,0,1
27704,2021-11-29,Giovanni Smith,54,Male,Primary,No,Yes,Yes,No,No,30k-50k,<1k,0,1,0,1,0,0,0,0
18658,2022-10-18,Francesco Garcia,63,Male,Bachelor,Yes,Yes,Yes,Yes,Yes,80k-120k,<1k,1,1,1,1,0,1,0,1
3630,2022-11-21,Hugo Bianchi,26,Male,Bachelor,No,No,Yes,Yes,Yes,80k-120k,1k-10k,1,1,1,1,0,0,0,0
2115,2023-09-08,Jacob Johnson,54,Female,Primary,Yes,Yes,Yes,No,No,30k-50k,10k-50k,1,1,0,1,0,0,0,1
34446,2022-02-07,George Martin,22,Male,Bachelor,No,No,No,Yes,Yes,80k-120k,10k-50k,1,1,1,1,0,1,0,1
35863,2020-04-13,Martina Conti,51,Male,Bachelor,Yes,Yes,Yes,No,No,50k-80k,10k-50k,1,1,0,1,1,0,0,0
25575,2020-01-08,Jacob Fischer,64,Male,Bachelor,Yes,No,Yes,No,No,80k-120k,<1k,1,1,1,1,0,0,0,0
32350,2020-08-14,George Smith,21,Male,Postgraduate,No,No,No,No,No,>120k,<1k,1,1,1,0,1,0,0,1
22258,2020-08-06,Marco Gallo,34,Male,Primary,Yes,Yes,No,Yes,No,<30k,1k-10k,1,0,1,0,0,0,0,0
35053,2020-02-25,Clara Lopez,54,Female,Bachelor,No,Yes,No,No,No,50k-80k,1k-10k,0,1,1,1,0,0,0,0
37821,2020-01-28,Camille Conti,71,Female,Primary,No,Yes,Yes,No,No,<30k,<1k,1,1,0,1,0,1,0,0
17974,2020-12-30,Lily Walker,22,Male,Secondary,Yes,Yes,No,Yes,Yes,50k-80k,1k-10k,0,1,0,0,1,0,0,1
25738,2022-05-25,Noah White,58,Male,Secondary,No,No,Yes,Yes,No,30k-50k,<1k,1,1,0,1,0,0,0,0
12048,2021-06-08,Thomas Taylor,23,Male,Bachelor,No,No,Yes,Yes,No,80k-120k,<1k,1,1,0,1,0,1,1,1
22114,2022-06-13,Francesco Schmidt,37,Male,Secondary,No,No,Yes,Yes,Yes,30k-50k,<1k,1,1,1,1,0,1,0,1
695,2022-03-02,Jacob Bianchi,38,Male,Postgraduate,Yes,Yes,Yes,Yes,Yes,>120k,<1k,1,1,1,1,0,0,0,1
15589,2023-07-12,Antoine Costa,50,Female,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,1k-10k,1,0,1,0,0,0,0,0
20068,2023-07-04,Isabella Brown,33,Male,Primary,Yes,Yes,Yes,Yes,No,30k-50k,10k-50k,0,1,0,1,0,1,0,1
6705,2022-07-04,Andrea Gallo,60,Male,Bachelor,No,Yes,No,Yes,Yes,80k-120k,<1k,1,1,0,1,0,0,0,0
1972,2021-03-15,Oliver Taylor,29,Male,Secondary,No,No,No,Yes,Yes,30k-50k,<1k,1,0,1,1,0,0,0,0
11442,2020-03-21,Chiara Johnson,35,Female,Postgraduate,Yes,No,Yes,No,No,80k-120k,1k-10k,1,1,1,1,0,0,1,1
31477,2022-03-10,Camille Fernandez,23,Female,Bachelor,Yes,No,Yes,Yes,Yes,50k-80k,<1k,1,1,1,0,1,1,0,0
14678,2022-12-28,Oliver Pereira,35,Female,Primary,Yes,Yes,No,Yes,Yes,30k-50k,<1k,0,0,1,0,0,0,0,0
27819,2023-02-17,Anna Gallo,18,Female,Primary,No,No,No,No,No,<30k,1k-10k,0,0,0,0,1,0,1,0
1869,2023-06-08,Andrea Bianchi,68,Female,Secondary,Yes,Yes,No,No,No,50k-80k,<1k,1,1,0,0,1,0,0,0
18056,2021-03-12,Hugo Conti,71,Female,Bachelor,No,Yes,Yes,No,No,50k-80k,1k-10k,1,1,1,0,0,0,0,1
1729,2023-12-06,Andrea Gallo,36,Female,Bachelor,No,No,Yes,No,No,80k-120k,<1k,1,1,1,0,0,0,0,1
7633,2022-02-13,Luca Dupont,26,Female,Secondary,No,No,Yes,No,No,30k-50k,10k-50k,0,1,1,1,0,0,0,0
12044,2021-01-26,Giulia Lefevre,69,Female,Secondary,Yes,No,No,No,No,50k-80k,<1k,1,0,1,1,0,0,0,0
6404,2022-07-07,Martina Dubois,70,Male,Postgraduate,No,Yes,Yes,No,No,80k-120k,<1k,1,1,1,1,1,0,0,0
15733,2022-05-24,Jack Weber,38,Female,Bachelor,No,No,No,Yes,Yes,80k-120k,1k-10k,1,1,0,1,0,0,1,0
18527,2020-08-02,Laura Martin,46,Female,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,<1k,0,1,0,0,0,0,0,0
9341,2022-04-24,Lily Bernard,26,Female,Secondary,No,Yes,Yes,Yes,Yes,30k-50k,1k-10k,1,1,0,0,1,0,0,0
38953,2020-07-08,Elena Smith,67,Female,Bachelor,Yes,No,Yes,No,No,80k-120k,<1k,0,1,0,0,0,1,0,0
22395,2023-07-11,Francesco Conti,56,Female,Bachelor,Yes,No,Yes,No,No,50k-80k,1k-10k,1,1,0,1,1,0,1,0
33022,2023-04-11,Paolo Taylor,44,Male,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,1,1,1,1,0,1,1,1
4103,2020-08-02,Martina Wagner,67,Female,Primary,Yes,No,No,Yes,Yes,30k-50k,1k-10k,0,1,0,1,0,0,0,0
36311,2022-03-19,Oscar Hall,68,Male,Secondary,Yes,Yes,Yes,Yes,Yes,30k-50k,>50k,0,0,0,0,1,1,0,0
